,CAS,logBCF,Dataset,SMILES
282,355-46-4,3.6,uci,O=S(=O)(O)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F
283,35367-38-5,2.35,uci,O=C(NC(=O)c1c(F)cccc1(F))Nc2ccc(cc2)Cl
284,3520-72-7,0.6,uci,O=C5N(N=C(C)C5(N=Nc1ccc(cc1Cl)c4ccc(N=NC2C(=O)N(NC2(C))c3ccccc3)c(c4)Cl))c6ccccc6
285,35065-29-3,6.06,uci,Clc1cc(Cl)c(cc1c1cc(Cl)c(c(c1Cl)Cl)Cl)Cl
286,35065-28-2,5.88,uci,Clc1cc(Cl)c(cc1c1ccc(c(c1Cl)Cl)Cl)Cl
287,36734-19-7,2.19,uci,O=C(NC(C)C)N2C(=O)N(c1cc(cc(c1)Cl)Cl)C(=O)C2
288,374726-62-2,1.68,uci,O=C(NCCc1ccc(OCC#C)c(OC)c1)C(OCC#C)c2ccc(cc2)Cl
289,3846-71-7,3.68,uci,Oc1c(cc(cc1C(C)(C)C)C(C)(C)C)n2nc3ccccc3(n2)
290,375-95-1,3.4,uci,OC(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
291,38444-93-8,4.2,uci,Clc1c(cccc1Cl)c1c(c(ccc1)Cl)Cl
292,38444-90-5,4.58,uci,Clc1ccc(cc1)c1ccc(c(c1)Cl)Cl
293,38444-86-9,4.57,uci,Clc1cc(ccc1Cl)c1ccccc1Cl
294,38411-22-2,5.43,uci,Clc1ccc(c(c1c1c(Cl)ccc(c1Cl)Cl)Cl)Cl
295,38380-08-4,5.88,uci,Clc1ccc(cc1Cl)c1cc(Cl)c(c(c1Cl)Cl)Cl
296,38380-07-3,5.77,uci,Clc1c(ccc(c1Cl)Cl)c1ccc(c(c1Cl)Cl)Cl
297,38380-03-9,5.18,uci,Clc1cc(ccc1Cl)c1c(Cl)ccc(c1Cl)Cl
298,38380-02-8,4.7,uci,Clc1c(ccc(c1Cl)Cl)c1cc(ccc1Cl)Cl
299,3811-49-2,1.35,uci,O2c1ccccc1COP2(OC)=S
300,37680-73-2,5.05,uci,Clc1c(cc(c(c1)Cl)Cl)c1cc(ccc1Cl)Cl
301,37680-65-2,4.23,uci,c1ccc(c(c1)c2cc(ccc2Cl)Cl)Cl
302,3766-81-2,0.94,uci,O=C(Oc1ccccc1C(C)CC)NC
303,3761-42-0,0.5,uci,O=S(=O)(c1ccc(OP(OC)(OC)=S)cc1C)C
304,3761-41-9,0.13,uci,O=S(c1ccc(OP(OC)(OC)=S)cc1C)C
305,376-06-7,4.26,uci,OC(=O)C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
306,622-57-1,0.52,uci,CCNc1ccc(cc1)C
307,623-26-7,0.23,uci,N#Cc1ccc(cc1)C#N
308,26967-76-0,1.46,uci,O=P(Oc1ccc(cc1)C(C)C)(Oc1ccc(cc1)C(C)C)Oc1ccc(cc1)C(C)C
309,88-75-5,1.17,uci,Oc1c(cccc1)[N+](=O)[O-]
310,89-69-0,1.84,uci,O=[N+]([O-])c1cc(c(cc1Cl)Cl)Cl
311,89-63-4,1.06,uci,Nc1c(cc(cc1)Cl)[N+](=O)[O-]
312,89-61-2,2.05,uci,O=[N+]([O-])c1cc(ccc1Cl)Cl
313,89-59-8,1.92,uci,O=[N+]([O-])c1cc(ccc1C)Cl
314,88-98-2,0.05,uci,OC(=O)C1C(CC=CC1)C(=O)O
315,88-89-1,0.1,uci,O=[N+]([O-])c1cc(c(O)c(c1)[N+](=O)[O-])[N+](=O)[O-]
316,88-85-7,1.14,uci,O=[N+]([O-])c1cc(c(O)c(c1)C(C)CC)[N+](=O)[O-]
317,88-74-4,0.85,uci,Nc1c(cccc1)[N+](=O)[O-]
318,92341-06-5,3.2,uci,o2c1cc(c(c(c1c3c2c(c(cc3Cl)Cl)Cl)Cl)Cl)Cl
319,88-73-3,1.44,uci,Clc1c(cccc1)[N+](=O)[O-]
320,88-72-2,1.3,uci,Cc1c(cccc1)[N+](=O)[O-]
321,886-50-0,1.95,uci,CCNc1nc(SC)nc(n1)NC(C)(C)C
322,88-44-8,0.35,uci,O=S(=O)(O)c1cc(ccc1(N))C
323,883-20-5,2.56,uci,c1ccc2c(c1)cc(c3ccccc23)C
324,88-19-7,0.29,uci,Cc1c(cccc1)S(=O)(=O)N
325,88-06-2,1.92,uci,Oc1c(cc(cc1Cl)Cl)Cl
326,89-93-0,0.57,uci,Cc1ccccc1CN
327,900-95-8,3.4,uci,O=C(O[Sn](c1ccccc1)(c2ccccc2)c3ccccc3)C
328,90-12-0,1.73,uci,c1ccc2c(c1)cccc2C
329,9014-90-8,2.18,uci,O=S(=O)(O)OCCOCCOCCOCCOCCOCCOc1ccc(cc1)CCCCCCCCC
330,91-96-3,-0.03,uci,O=C(Nc1ccc(cc1C)c1cc(c(cc1)NC(=O)CC(=O)C)C)CC(=O)C
331,91-94-1,2.23,uci,Clc1c(ccc(c1)c1cc(c(cc1)N)Cl)N
332,91-66-7,2.04,uci,CCN(c1ccccc1)CC
333,91-58-7,3.63,uci,c1ccc2cc(ccc2(c1))Cl
334,91-57-6,2.49,uci,Cc1ccc2c(c1)cccc2
335,91-23-6,0.6,uci,COc1c(cccc1)[N+](=O)[O-]
336,91-22-5,0.49,uci,c1cccc2ncccc12
337,91-20-3,2.15,uci,c1c2c(ccc1)cccc2
338,91-15-6,0.55,uci,N#Cc1c(cccc1)C#N
339,90-94-8,1.52,uci,O=C(c1ccc(cc1)N(C)C)c2ccc(cc2)N(C)C
340,90-51-7,0.39,uci,Oc1cc(cc2c1cc(cc2)N)S(=O)(=O)O
341,90-43-7,1.34,uci,Oc1ccccc1c2ccccc2
342,90-41-5,1.44,uci,Nc1c(cccc1)c1ccccc1
343,90-30-2,3.28,uci,N(c1c2c(ccc1)cccc2)c1ccccc1
344,90-20-0,0.46,uci,O=S(=O)(O)c1cc(O)c2c(N)cc(cc2(c1))S(=O)(=O)O
345,879-39-0,1.9,uci,O=[N+]([O-])c1cc(c(c(c1Cl)Cl)Cl)Cl
346,87-86-5,2.67,uci,Oc1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl
347,87-84-3,2.43,uci,ClC1C(C(C(C(C1Br)Br)Br)Br)Br
348,85-83-6,0.75,uci,Oc3ccc4ccccc4(c3(N=Nc2ccc(N=Nc1ccccc1C)cc2C))
349,85509-19-9,2.4,uci,Fc1ccc(cc1)[Si](c2ccc(F)cc2)(C)Cn3ncnc3
350,85-22-3,2.52,uci,c1(c(c(c(c(c1Br)Br)Br)Br)Br)CC
351,85-01-8,3.36,uci,c1cccc2ccc3c(c12)cccc3
352,84-87-7,1.11,uci,O=S(=O)(O)c2ccc(O)c1ccccc12
353,84-86-6,0.78,uci,O=S(=O)(O)c2ccc(N)c1ccccc12
354,84852-15-3,2.4,uci,Oc1ccc(cc1)CCCCCCC(C)C
355,84-74-2,2.23,uci,O=C(OCCCC)c1ccccc1(C(=O)OCCCC)
356,84-65-1,2.0,uci,O=C1c3ccccc3(C(=O)c2ccccc12)
357,84-57-1,1.16,uci,O=C1N(N=C(C)C1)c2cc(c(cc2Cl)S(=O)(=O)O)Cl
358,84-51-5,1.6,uci,O=C1c2c(ccc(c2)CC)C(=O)c2c1cccc2
359,84-15-1,3.3,uci,c1ccc(cc1)c3ccccc3(c2ccccc2)
360,84087-01-4,-0.1,uci,O=C(O)c1c2ncc(cc2(ccc1Cl))Cl
361,839-90-7,-0.05,uci,O=C1N(C(=O)N(C(=O)N1CCO)CCO)CCO
362,83-79-4,1.41,uci,O=C3c5ccc1OC(C(=C)C)Cc1c5(OC4COc2cc(OC)c(OC)cc2C34)
363,83704-22-7,3.41,uci,Clc1c(c2c(oc3c2ccc(c3)Cl)cc1Cl)Cl
364,85-68-7,1.01,uci,O=C(OCc1ccccc1)c2ccccc2(C(=O)OCCCC)
365,86-30-6,1.41,uci,O=NN(c1ccccc1)c1ccccc1
366,87-83-2,2.45,uci,Cc1c(c(c(c(c1Br)Br)Br)Br)Br
367,86-50-0,1.54,uci,COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1
368,87-82-1,3.0,uci,c1(c(c(c(c(c1Br)Br)Br)Br)Br)Br
369,87820-88-0,1.5,uci,O=C2C(C(=O)CC(c1c(cc(cc1C)C)C)C2)=C(NOCC)CC
370,877-11-2,3.83,uci,c1(c(c(c(c(c1Cl)Cl)Cl)Cl)Cl)C
371,877-10-1,3.62,uci,c1(c(c(c(c(c1Cl)Cl)C)Cl)Cl)C
372,87-68-3,3.82,uci,ClC(=C(Cl)Cl)C(=C(Cl)Cl)Cl
373,87-65-0,1.17,uci,Oc1c(cccc1Cl)Cl
374,87-61-6,2.89,uci,Clc1c(cccc1Cl)Cl
375,87-40-1,2.84,uci,O(c1c(cc(cc1Cl)Cl)Cl)C
376,873-63-2,1.32,uci,OCc1cccc(c1)Cl
377,872-05-9,3.22,uci,CCCCCCCCC=C
378,87130-20-9,2.52,uci,O=C(OC(C)C)Nc1ccc(OCC)c(OCC)c1
379,87-02-5,0.11,uci,Oc1cc(cc2c1ccc(c2)N)S(=O)(=O)O
380,86-87-3,0.29,uci,OC(=O)Cc1c2c(ccc1)cccc2
381,86-74-8,2.18,uci,C1=CC=C2C(=C1)C3=CC=CC=C3N2
382,86-73-7,2.77,uci,c1ccc3c(c1)c2ccccc2C3
383,920-66-1,0.32,uci,FC(C(C(F)(F)F)O)(F)F
384,92-52-4,2.64,uci,c1ccc(cc1)c2ccccc2
385,834-12-8,1.52,uci,n1c(nc(nc1NC(C)C)SC)NCC
386,96489-71-3,1.68,uci,O=C1C(=C(C=NN1C(C)(C)C)SCc2ccc(cc2)C(C)(C)C)Cl
387,97-23-4,2.19,uci,Oc1c(cc(cc1)Cl)Cc1cc(ccc1O)Cl
388,96-96-8,0.79,uci,[O-][N+](=O)c1cc(ccc1N)OC
389,96-91-3,0.47,uci,O=[N+]([O-])c1cc(N)c(O)c(c1)[N+](=O)[O-]
390,96-76-4,2.46,uci,Oc1ccc(cc1C(C)(C)C)C(C)(C)C
391,96-73-1,0.48,uci,O=S(=O)(c1c(ccc(c1)[N+](=O)[O-])Cl)O
392,96-69-5,0.82,uci,CC(c1c(cc(c(c1)Sc1c(cc(c(c1)C(C)(C)C)O)C)C)O)(C)C
393,96525-23-4,1.44,uci,O=C2C(c1cccc(c1)C(F)(F)F)=C(OC2c3ccccc3)NC
394,96-45-7,-0.02,uci,N1C(NCC1)=S
395,92-69-3,1.64,uci,Oc1ccc(cc1)c1ccccc1
396,96-29-7,0.44,uci,CC(=NO)CC
397,962-58-3,-0.35,uci,O=P(Oc1nc(nc(c1)C)C(C)C)(OCC)OCC
398,96-18-4,1.07,uci,ClC(CCl)CCl
399,96-12-8,1.11,uci,C(C(CBr)Br)Cl
400,961-11-5,1.63,uci,Clc1c(cc(c(c1)Cl)Cl)C(=CCl)OP(=O)(OC)OC
401,95977-29-0,0.94,uci,O=C(O)C(Oc2ccc(Oc1ncc(cc1Cl)C(F)(F)F)cc2)C
402,95-95-4,2.6,uci,Oc1c(cc(c(c1)Cl)Cl)Cl
403,98-08-8,1.67,uci,FC(c1ccccc1)(F)F
404,98-10-2,0.52,uci,NS(=O)(=O)c1ccccc1
405,98-15-7,2.34,uci,FC(c1cc(ccc1)Cl)(F)F
406,98-54-4,1.79,uci,CC(c1ccc(cc1)O)(C)C
407,99-71-8,1.35,uci,CC(c1ccc(cc1)O)CC
408,99-65-0,0.77,uci,O=[N+]([O-])c1cccc(c1)[N+](=O)[O-]
409,99-62-7,3.22,uci,c1cc(cc(c1)C(C)C)C(C)C
410,99-54-7,1.82,uci,O=[N+](c1cc(c(cc1)Cl)Cl)[O-]
411,99387-89-0,2.59,uci,FC(F)(F)c2cc(ccc2(N=C(n1cncc1)COCCC))Cl
412,99-30-9,1.88,uci,O=[N+]([O-])c1cc(c(N)c(c1)Cl)Cl
413,99129-21-2,0.32,uci,O=C1C(C(=O)CC(C1)CC(C)SCC)=C(NOCC=CCl)CC
414,99-09-2,0.51,uci,O=[N+](c1cccc(c1)N)[O-]
415,99-08-1,1.02,uci,O=[N+](c1cc(ccc1)C)[O-]
416,98-95-3,0.66,uci,O=[N+](c1ccccc1)[O-]
417,98886-44-3,0.5,uci,O=C1N(CCS1)P(=O)(OCC)SC(C)CC
418,98-84-0,0.73,uci,NC(c1ccccc1)C
419,98-83-9,1.89,uci,CC(=C)c1ccccc1
420,98-82-8,1.55,uci,c1ccc(cc1)C(C)C
421,98-73-7,0.5,uci,CC(c1ccc(cc1)C(=O)O)(C)C
422,95-94-3,3.57,uci,Clc1c(cc(c(c1)Cl)Cl)Cl
423,95-82-9,1.24,uci,Nc1c(ccc(c1)Cl)Cl
424,95-80-7,1.45,uci,Nc1c(ccc(c1)N)C
425,94-75-7,-0.5,uci,O=C(O)COc1ccc(cc1Cl)Cl
426,947-04-6,0.29,uci,O=C1NCCCCCCCCCCC1
427,94-52-0,0.32,uci,O=[N+](c1cc2c(cc1)NC=N2)[O-]
428,944-61-6,4.4,uci,O(c1c(OC)c(c(c(c1Cl)Cl)Cl)Cl)C
429,944-22-9,1.89,uci,CCP(=S)(Sc1ccccc1)OCC
430,94361-06-5,1.45,uci,OC(c1ccc(cc1)Cl)(Cn2ncnc2)C(C)C3CC3
431,94125-34-5,-0.89,uci,O=C(Nc1nc(nc(n1)C)OC)NS(=O)(=O)c2ccccc2CCC(F)(F)F
432,938-86-3,3.51,uci,O(c1cc(c(c(c1Cl)Cl)Cl)Cl)C
433,938-22-7,3.34,uci,O(c1c(cc(c(c1Cl)Cl)Cl)Cl)C
434,935-95-5,2.15,uci,Oc1c(c(cc(c1Cl)Cl)Cl)Cl
435,933-12-0,2.87,uci,CC1(CC(C=CC1)C)C
436,92-94-4,1.77,uci,c1ccc(cc1)c2ccc(cc2)c3ccccc3
437,92-86-4,3.96,uci,Brc1ccc(cc1)c1ccc(cc1)Br
438,92-84-2,2.61,uci,N1c2c(cccc2)Sc2c1cccc2
439,92-77-3,0.76,uci,O=C(c1cc2ccccc2cc1O)Nc1ccccc1
440,92-70-6,0.46,uci,Oc1c(cc2c(c1)cccc2)C(=O)O
441,94-74-6,0.0,uci,O=C(O)COc1ccc(cc1C)Cl
442,947-72-8,3.48,uci,c1ccc2c(c1)cc(c3ccccc23)Cl
443,95-78-3,0.54,uci,Nc1c(ccc(c1)C)C
444,950-37-8,0.72,uci,O=C1N(N=C(OC)S1)CSP(OC)(OC)=S
445,95-77-2,1.75,uci,Clc1c(ccc(c1)O)Cl
446,95-76-1,1.13,uci,Clc1c(ccc(c1)N)Cl
447,95737-68-1,3.14,uci,n1ccccc1OC(C)COc3ccc(Oc2ccccc2)cc3
448,95-69-2,1.37,uci,Cc1c(ccc(c1)Cl)N
449,95-64-7,0.8,uci,Cc1c(ccc(c1)N)C
450,95-63-6,2.17,uci,Cc1c(ccc(c1)C)C
451,95-57-8,1.21,uci,Oc1c(cccc1)Cl
452,95-56-7,1.52,uci,Oc1ccccc1Br
453,95-51-2,0.93,uci,Nc1c(cccc1)Cl
454,95-50-1,2.47,uci,Clc1c(cccc1)Cl
455,95-49-8,1.86,uci,Cc1c(cccc1)Cl
456,95-48-7,1.03,uci,Oc1ccccc1C
457,95-47-6,1.15,uci,c1ccc(c(c1)C)C
458,95465-99-9,2.34,uci,O=P(OCC)(SC(C)CC)SC(C)CC
459,95-16-9,0.8,uci,N1=CSc2c1cccc2
460,83-42-1,1.99,uci,O=[N+]([O-])c1cccc(c1C)Cl
461,83-32-9,2.92,uci,C1c2cccc3c2c(ccc3)C1
462,62338-09-4,3.34,uci,CCCCCCCC(C(C)(C)C)C
463,68-12-2,-0.11,uci,CN(C=O)C
464,69806-40-2,1.23,uci,O=C(OC)C(Oc2ccc(Oc1ncc(cc1Cl)C(F)(F)F)cc2)C
465,696-44-6,0.86,uci,Cc1cccc(c1)NC
466,69377-81-7,1.79,uci,O=C(O)COc1nc(F)c(c(N)c1Cl)Cl
467,6936-40-9,3.69,uci,O(c1c(c(cc(c1Cl)Cl)Cl)Cl)C
468,69327-76-0,2.71,uci,O=C2N(c1ccccc1)CSC(=NC(C)(C)C)N2C(C)C
469,6842-15-5,3.25,uci,C(=CC(C)CC(C)CC(C)C)C
470,68359-37-5,2.7,uci,N#CC(OC(=O)C1C(C=C(Cl)Cl)C1(C)(C))c3ccc(F)c(Oc2ccccc2)c3
471,68085-85-8,3.29,uci,N#CC(OC(=O)C1C(C=C(C(F)(F)F)Cl)C1(C)(C))c3cccc(Oc2ccccc2)c3
472,74115-24-5,2.39,uci,n1nc(nnc1c2ccccc2Cl)c3ccccc3Cl
473,680-31-9,-0.55,uci,O=P(N(C)C)(N(C)C)N(C)C
474,67905-19-5,3.72,uci,OC(=O)C(C(C(C(C(C(C(C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F
475,67747-09-5,2.59,uci,O=C(n1cncc1)N(CCOc2c(cc(cc2Cl)Cl)Cl)CCC
476,67-72-1,2.42,uci,ClC(C(Cl)(Cl)Cl)(Cl)Cl
477,67-68-5,0.35,uci,CS(=O)C
478,67-66-3,0.96,uci,ClC(Cl)Cl
479,67564-91-4,3.03,uci,O1C(C)CN(CC1C)CC(C)Cc2ccc(cc2)C(C)(C)C
480,7012-37-5,4.33,uci,Clc1c(ccc(c1)Cl)c1ccc(cc1)Cl
481,70124-77-5,3.6,uci,N#CC(c1cccc(c1)Oc1ccccc1)OC(=O)C(c1ccc(cc1)OC(F)F)C(C)C
482,70-30-4,2.1,uci,Oc1c(c(c(cc1Cl)Cl)Cl)Cc1c(c(cc(c1O)Cl)Cl)Cl
483,70648-26-9,3.9,uci,o2c1cc(c(cc1c3c2c(c(c(c3Cl)Cl)Cl)Cl)Cl)Cl
484,732-26-3,4.16,uci,Oc1c(cc(cc1C(C)(C)C)C(C)(C)C)C(C)(C)C
485,732-11-6,0.41,uci,O=C1c2ccccc2(C(=O)N1CSP(OC)(OC)=S)
486,731-27-1,1.87,uci,O=S(=O)(N(c1ccc(cc1)C)SC(F)(Cl)Cl)N(C)C
487,7287-19-6,1.93,uci,n1c(nc(nc1NC(C)C)SC)NC(C)C
488,7267-11-0,-0.01,uci,O=C(c1c2c(ccc(c2c(cc1)Cl)Cl)C(=O)O)O
489,72-55-9,4.3,uci,ClC(=C(c1ccc(cc1)Cl)c1ccc(cc1)Cl)Cl
490,72-43-5,2.5,uci,O(c1ccc(cc1)C(c2ccc(OC)cc2)C(Cl)(Cl)Cl)C
491,72178-02-0,0.78,uci,O=C(NS(=O)(=O)C)c2cc(Oc1ccc(cc1Cl)C(F)(F)F)ccc2[N+](=O)[O-]
492,71767-67-4,1.58,uci,[O-][N+](=O)c1cc(c(c(c1)Cl)N=Nc1ccc(cc1)N(CCC#N)CCC#N)Cl
493,"71751-41-2 (65195-55-3 B1a, 65195-56-4 B1b)",1.84,uci,O=C5OC2CC(OC1(OCC(C)CC1)C2)CC=C(C)C(OC4OC(C)C(OC3OC(C)C(O)C(OC)C3)C(OC)C4)C(C=CC=C6COC7C(O)C(=CC5C67(O))C)C
494,71626-11-4,1.76,uci,O=C(OC)C(N(C(=O)Cc1ccccc1)c2c(cccc2C)C)C
495,71-55-6,0.59,uci,CC(Cl)(Cl)Cl
496,71-43-2,0.63,uci,c1ccccc1
497,709-98-8,1.94,uci,O=C(Nc1ccc(c(c1)Cl)Cl)CC
498,7085-19-0,0.48,uci,O=C(O)C(Oc1ccc(cc1C)Cl)C
499,67562-39-4,3.45,uci,o2c1c(cc(c(c1Cl)Cl)Cl)c3c2c(c(c(c3Cl)Cl)Cl)Cl
500,67485-29-4,4.54,uci,FC(F)(F)c3ccc(C=CC(=NNC1=NCC(C)(C)CN1)C=Cc2ccc(cc2)C(F)(F)F)cc3
501,6731-36-8,3.99,uci,CC(OOC1(OOC(C)(C)C)CC(CC(C1)(C)C)C)(C)C
502,634-93-5,2.04,uci,Nc1c(cc(cc1Cl)Cl)Cl
503,634-90-2,3.36,uci,c1c(cc(c(c1Cl)Cl)Cl)Cl
504,634-83-3,2.21,uci,Nc1cc(c(c(c1Cl)Cl)Cl)Cl
505,634-67-3,2.0,uci,Nc1ccc(c(c1Cl)Cl)Cl
506,634-66-2,3.52,uci,Clc1c(ccc(c1Cl)Cl)Cl
507,63-25-2,1.3,uci,O=C(Oc1cccc2ccccc12)NC
508,629-62-9,1.38,uci,CCCCCCCCCCCCCCC
509,629-25-4,2.4,uci,O=C(O)CCCCCCCCCCC
510,62-73-7,-0.25,uci,O=P(OC=C(Cl)Cl)(OC)OC
511,626-67-5,0.51,uci,CN1CCCCC1
512,626-39-1,3.62,uci,Brc1cc(cc(c1)Br)Br
513,626-17-5,0.58,uci,N#Cc1cc(ccc1)C#N
514,62615-08-1,3.11,uci,Clc1c(c2c(oc3c2cc(cc3)Cl)cc1Cl)Cl
515,62-56-6,0.05,uci,NC(=S)N
516,62-53-3,0.26,uci,Nc1ccccc1
517,62-44-2,1.23,uci,CC(=O)Nc1ccc(cc1)OCC
518,634-91-3,2.36,uci,Nc1cc(c(c(c1)Cl)Cl)Cl
519,6358-85-6,0.62,uci,O=C(Nc1ccccc1)C(N=Nc2ccc(cc2Cl)c4ccc(N=NC(C(=O)Nc3ccccc3)C(=O)C)c(c4)Cl)C(=O)C
520,67306-00-7,2.2,uci,c1cc(ccc1CC(C)CN2CCCCC2)C(C)(C)C
521,636-28-2,3.7,uci,c1c(c(cc(c1Br)Br)Br)Br
522,67028-18-6,3.35,uci,Clc1c(c(cc2c1Oc1c(cc(cc1)Cl)O2)Cl)Cl
523,66841-25-6,3.08,uci,N#CC(OC(=O)C1C(C(C(Br)(Br)Br)Br)C1(C)(C))c3cccc(Oc2ccccc2)c3
524,66-81-9,0.21,uci,O=C1NC(=O)CC(C1)CC(O)C2C(=O)C(C)CC(C)C2
525,66735-04-4,0.63,uci,O=C(O)C(C)Cc1ccc(cc1)C(C)(C)C
526,66441-23-4,0.69,uci,O=C(OCC)C(Oc3ccc(Oc1nc2ccc(cc2(o1))Cl)cc3)C
527,6639-30-1,3.78,uci,c1c(c(cc(c1Cl)Cl)Cl)C
528,66332-96-5,1.65,uci,O=C(Nc1cccc(OC(C)C)c1)c2ccccc2C(F)(F)F
529,66246-88-6,1.97,uci,n1cnn(c1)CC(c2ccc(cc2Cl)Cl)CCC
530,66215-27-8,0.0,uci,n1c(nc(nc1N)NC2CC2)N
531,66063-05-6,2.35,uci,O=C(Nc1ccccc1)N(Cc2ccc(cc2)Cl)C3CCCC3
532,65733-16-6,2.66,uci,O=C(OC(C)C)C=C(C=CCC(C)CCCC(OC)(C)C)C
533,64628-44-0,2.79,uci,O=C(NC(=O)c1ccccc1Cl)Nc2ccc(OC(F)(F)F)cc2
534,6459-94-5,1.84,uci,O=S(=O)(O)c6cc5ccc(O)c(N=Nc1ccc(cc1C)c4ccc(N=Nc3ccc(OS(=O)(=O)c2ccc(cc2)C)cc3)c(c4)C)c5c(c6)S(=O)(=O)O
535,639-58-7,3.14,uci,c1ccc(cc1)[Sn](c2ccccc2)(c3ccccc3)Cl
536,636-30-6,2.33,uci,Nc1cc(c(cc1Cl)Cl)Cl
537,74070-46-5,3.46,uci,O=[N+]([O-])c2ccc(Oc1ccccc1)c(c2(N))Cl
538,741-58-2,2.94,uci,O=S(=O)(NCCSP(OC(C)C)(OC(C)C)=S)c1ccccc1
539,832-69-9,3.18,uci,Cc1cccc2c1ccc1c2cccc1
540,79538-32-2,3.48,uci,O=C(OCc1c(F)c(F)c(c(F)c1(F))C)C2C(C=C(C(F)(F)F)Cl)C2(C)(C)
541,81-11-8,0.28,uci,OS(=O)(=O)c1c(ccc(c1)N)C=Cc1c(cc(cc1)N)S(=O)(=O)O
542,80844-07-1,3.6,uci,CCOc1ccc(cc1)C(COCc1cccc(c1)Oc1ccccc1)(C)C
543,80-43-3,2.75,uci,CC(c1ccccc1)(OOC(c1ccccc1)(C)C)C
544,80-05-7,1.52,uci,CC(c1ccc(cc1)O)(c1ccc(cc1)O)C
545,79-94-7,2.46,uci,CC(c1cc(c(c(c1)Br)O)Br)(c1cc(c(c(c1)Br)O)Br)C
546,79-92-5,2.98,uci,CC1(C2CC(C1=C)CC2)C
547,79622-59-6,3.01,uci,O=[N+]([O-])c2cc(c(c(c2(Nc1ncc(cc1Cl)C(F)(F)F))[N+](=O)[O-])Cl)C(F)(F)F
548,79-46-9,0.62,uci,CC([N+](=O)[O-])C
549,74223-64-6,0.0,uci,O=C(OC)c1ccccc1S(=O)(=O)NC(=O)Nc2nc(nc(n2)C)OC
550,79-34-5,1.07,uci,ClC(C(Cl)Cl)Cl
551,79277-27-3,-0.1,uci,O=C(OC)c1c(ccs1)S(=O)(=O)NC(=O)Nc2nc(nc(n2)C)OC
552,79-27-6,0.76,uci,BrC(C(Br)Br)Br
553,791-31-1,2.85,uci,O[Si](c1ccccc1)(c2ccccc2)c3ccccc3
554,79127-80-3,2.33,uci,O=C(OCC)NCCOc2ccc(Oc1ccccc1)cc2
555,79060-60-9,2.78,uci,o2c1c(ccc(c1Cl)Cl)c3c2c(c(c(c3Cl)Cl)Cl)Cl
556,79-01-6,1.16,uci,ClC(=CCl)Cl
557,81-14-1,3.09,uci,[O-][N+](=O)c1c(C)c(C(=O)C)c(c(c1C(C)(C)C)[N+](=O)[O-])C
558,81-15-2,3.63,uci,O=[N+]([O-])c1c(c(c(c(c1C)[N+](=O)[O-])C(C)(C)C)[N+](=O)[O-])C
559,81-16-3,0.53,uci,Nc1ccc2c(c1S(=O)(=O)O)cccc2
560,81335-77-5,0.2,uci,O=C(O)c2cc(cnc2(C1=NC(C(=O)N1)(C)C(C)C))CC
561,83164-33-4,3.11,uci,O=C(Nc1ccc(F)cc1(F))c3cccnc3(Oc2cccc(c2)C(F)(F)F)
562,83121-18-0,2.81,uci,O=C(NC(=O)c1c(F)cccc1(F))Nc2cc(c(F)c(c2(F))Cl)Cl
563,83055-99-6,0.2,uci,O=C(OC)c1ccccc1CS(=O)(=O)NC(=O)Nc2nc(OC)cc(n2)OC
564,829-26-5,3.0,uci,Cc1cc2c(cc1C)ccc(c2)C
565,82-68-8,2.74,uci,O=[N+]([O-])c1c(c(c(c(c1Cl)Cl)Cl)Cl)Cl
566,82657-04-3,3.78,uci,O=C(C1C(C1(C)C)/C=C(/C(F)(F)F)\Cl)OCc1cccc(c1C)c1ccccc1
567,82560-54-1,1.95,uci,O=C(Oc2cccc1c2(OC(C)(C)C1))N(C)SN(CCC(=O)OCC)C(C)C
568,82558-50-7,1.85,uci,O=C(Nc1onc(c1)C(C)(CC)CC)c2c(OC)cccc2(OC)
569,82-47-3,0.9,uci,O=S(=O)(O)c1cc(c2cccc(O)c2(c1(N)))S(=O)(=O)O
570,82-45-1,2.03,uci,O=C1c2c(cccc2N)C(=O)c2c1cccc2
571,82-44-0,2.36,uci,O=C1c2c(cccc2C(=O)c2c1cccc2)Cl
572,82097-50-5,0.11,uci,O=C(Nc1nc(nc(n1)C)OC)NS(=O)(=O)c2ccccc2(OCCCl)
573,82-05-3,2.12,uci,O=c1c2c3c(cccc3ccc2)c2ccccc12
574,81-88-9,-0.23,uci,O=C(O)c1ccccc1C=3c4ccc(cc4(OC2=CC(C=CC2=3)=[N+](CC)CC))N(CC)CC
575,81777-89-1,1.6,uci,O=C1N(OCC1(C)C)Cc2ccccc2Cl
576,79-00-5,0.62,uci,ClC(CCl)Cl
